Site ID	Name	Principal Investigator	Data Use Policy	AmeriFlux BASE Data	AmeriFlux FLUXNET Data	Vegetation Abbreviation (IGBP)	Vegetation Description (IGBP)	Climate Class Abbreviation (Koeppen)	Climate Class Description (Koeppen)	Mean Average Precipitation (mm)	Mean Average Temperature (degrees C)	Country	Latitude (degrees)	Longitude (degrees)	Elevation (m)	Years of AmeriFlux BASE Data	AmeriFlux BASE DOI	Years of AmeriFlux FLUXNET Data	AmeriFlux FLUXNET DOI	Site Start	Site End	BASE variables available	FLUXNET variables available
"US-WBW"	"Walker Branch Watershed"	"Tilden Meyers (Tilden.Meyers@noaa.gov)"	"Legacy"	"Yes"	"No"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1372.05"	"13.71"	"USA"	"35.9588"	"-84.2874"	"283"	"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007"	"https://doi.org/10.17190/AMF/1246109"	""	"https://doi.org/"	"1995"	"1999"	"APAR, CO2, FAPAR, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, PPFD_OUT, RECO, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS, ZL"	""
"US-WCr"	"Willow Creek"	"Ankur Desai (desai@aos.wisc.edu)"	"CC-BY-4.0"	"Yes"	"No"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"787"	"4.02"	"USA"	"45.8059"	"-90.0799"	"520.00"	"1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246111"	""	"https://doi.org/"	"1999"	""	"CO2, FC, G, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, RECO, SC, SH, SLE, SWC, SW_IN, SW_OUT, TA, T_BOLE, TS, USTAR, VPD, WD, WS"	""
"US-Wdn"	"Walden"	"Elise Pendall (e.pendall@westernsydney.edu.au)"	"Legacy"	"Yes"	"No"	"OSH"	"Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous."	"Bsh"	"Steppe: very cold winter"	""	"3.3"	"USA"	"40.7838"	"-106.2618"	"2469"	"2006, 2007, 2008"	"https://doi.org/10.17190/AMF/1246832"	""	"https://doi.org/"	"2006"	"2008"	"APAR, CO2, FAPAR, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, PPFD_OUT, RECO, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS, ZL"	""
"US-WEP"	"West Edge Parking Lot"	"Scott Ollinger (scott.ollinger@unh.edu)"	"Legacy"	"No"	"No"	"URB"	"Urban and Built-Up Lands: Land covered by buildings and other man-made structures."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"1170"	"8.9"	"USA"	"43.1421"	"-70.9543"	"27"	""	"https://doi.org/"	""	"https://doi.org/"	"2014"	"2017"	""	""
"US-Wgr"	"Willamette Grass"	"Bev Law (bev.law@oregonstate.edu)"	"Legacy"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Csb"	"Mediterranean: mild with dry, warm summer"	"1194"	"11.58"	"USA"	"45.1129"	"-122.6560"	"52"	"2015"	"https://doi.org/10.17190/AMF/1498746"	""	"https://doi.org/"	"2015"	"2016"	"ALB, CO2, FC, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, PA, PPFD_DIF, PPFD_DIR, PPFD_IN, RECO, SW_IN, SW_OUT, TA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA"	""
"US-Whs"	"Walnut Gulch Lucky Hills Shrub"	"Russell Scott (russ.scott@ars.usda.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"OSH"	"Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous."	"Bsk"	"Steppe: warm winter"	"320"	"17.6"	"USA"	"31.7438"	"-110.0522"	"1370"	"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246113"	"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1984574"	"2007"	""	"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, USTAR, WD, WS"	""
"US-Wi0"	"Young red pine (YRP)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.6188"	"-91.0814"	"349"	"2002"	"https://doi.org/10.17190/AMF/1246016"	"2002"	"https://doi.org/10.17190/AMF/2229393"	"2002"	"2002"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi1"	"Intermediate hardwood (IHW)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.7305"	"-91.2329"	"352"	"2003"	"https://doi.org/10.17190/AMF/1246015"	"2003"	"https://doi.org/10.17190/AMF/2229394"	"2003"	"2003"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi2"	"Intermediate red pine (IRP)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"No"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.6869"	"-91.1528"	"395"	"2003"	"https://doi.org/10.17190/AMF/1246017"	""	"https://doi.org/"	"2003"	"2003"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi3"	"Mature hardwood (MHW)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.6347"	"-91.0987"	"411"	"2002, 2003, 2004"	"https://doi.org/10.17190/AMF/1246018"	"2002, 2003, 2004"	"https://doi.org/10.17190/AMF/2229395"	"2002"	"2004"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi4"	"Mature red pine (MRP)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.7393"	"-91.1663"	"352"	"2002, 2003, 2004, 2005"	"https://doi.org/10.17190/AMF/1246019"	"2002, 2003, 2004, 2005"	"https://doi.org/10.17190/AMF/2229396"	"2002"	"2005"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi5"	"Mixed young jack pine (MYJP)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.6531"	"-91.0858"	"353"	"2004"	"https://doi.org/10.17190/AMF/1246020"	"2004"	"https://doi.org/10.17190/AMF/2229397"	"2004"	"2004"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi6"	"Pine barrens #1 (PB1)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"OSH"	"Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.6249"	"-91.2982"	"371"	"2002, 2003"	"https://doi.org/10.17190/AMF/1246021"	"2002, 2003"	"https://doi.org/10.17190/AMF/2229398"	"2002"	"2002"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi7"	"Red pine clearcut (RPCC)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"OSH"	"Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.6491"	"-91.0693"	"335"	"2005"	"https://doi.org/10.17190/AMF/1246022"	"2005"	"https://doi.org/10.17190/AMF/2229399"	"2005"	"2005"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi8"	"Young hardwood clearcut (YHW)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.7223"	"-91.2524"	"348"	"2002"	"https://doi.org/10.17190/AMF/1246023"	"2002"	"https://doi.org/10.17190/AMF/2229400"	"2002"	"2002"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wi9"	"Young Jack pine (YJP)"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.7385"	"-91.0746"	"350"	"2004, 2005"	"https://doi.org/10.17190/AMF/1246024"	"2004, 2005"	"https://doi.org/10.17190/AMF/2229401"	"2004"	"2005"	"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS"	""
"US-Wjs"	"Willard Juniper Savannah"	"Marcy Litvak (mlitvak@unm.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"SAV"	"Savannas: Lands with herbaceous and other understory systems, and with forest canopy cover between 10-30%. The forest cover height exceeds 2 meters."	"Bsk"	"Steppe: warm winter"	"361"	"15.2"	"USA"	"34.4255"	"-105.8615"	"1931"	"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246120"	"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1871146"	"2007"	""	"CO2, FC, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, RH, SW_IN, SW_OUT, TA, USTAR, VPD, WD, WS"	""
"US-Wkg"	"Walnut Gulch Kendall Grasslands"	"Russell Scott (russ.scott@ars.usda.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Bsk"	"Steppe: warm winter"	"407"	"15.64"	"USA"	"31.7365"	"-109.9419"	"1531"	"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246112"	"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1984575"	"2004"	""	"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, USTAR, WD, WS"	""
"US-Wlr"	"Walnut River Watershed (Smileyburg)"	"Richard L. Coulter (rlcoulter@anl.gov)"	"CC-BY-4.0"	"Yes"	"No"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"881"	"13.52"	"USA"	"37.5208"	"-96.8550"	"408"	"2001, 2002, 2003, 2004"	"https://doi.org/10.17190/AMF/1246115"	""	"https://doi.org/"	"2001"	"2004"	"ALB, FC, G, H, LE, NETRAD, P, PA, PPFD_IN, RH, SWC, SW_IN, SW_OUT, TA, TAU, TS, USTAR, WD, WS, ZL"	""
"US-Wpp"	"Willamette Poplar"	"Bev Law (bev.law@oregonstate.edu)"	"Legacy"	"Yes"	"No"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Csb"	"Mediterranean: mild with dry, warm summer"	"1293"	"11.39"	"USA"	"44.1369"	"-123.1824"	"111"	"2015"	"https://doi.org/10.17190/AMF/1579719"	""	"https://doi.org/"	"2015"	"2016"	"ALB, CO2, FC, GPP, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, RECO, RH, SW_IN, SW_OUT, TA, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA"	""
"US-WPT"	"Winous Point North Marsh"	"Jiquan Chen (jqchen@msu.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"Dfa"	"Humid Continental: humid with severe winter, no dry season, hot summer"	"849"	"10.1"	"USA"	"41.4646"	"-82.9962"	"175"	"2011, 2012, 2013"	"https://doi.org/10.17190/AMF/1246155"	"2011, 2012, 2013"	"https://doi.org/10.17190/AMF/2229402"	"2011"	"2013"	"CH4, CO2, FC, FCH4, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SW_IN, SW_OUT, TA, TS, T_SONIC, T_SONIC_SIGMA, TW, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL"	""
"US-Wrc"	"Wind River Crane Site"	"Sonia Wharton (wharton4@llnl.gov)"	"CC-BY-4.0"	"Yes"	"No"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Csb"	"Mediterranean: mild with dry, warm summer"	"2452"	"8.8"	"USA"	"45.8205"	"-121.9519"	"371"	"1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015"	"https://doi.org/10.17190/AMF/1246114"	""	"https://doi.org/"	"1998"	"2016"	"APAR, CO2, FAPAR, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, PPFD_OUT, RECO, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS, ZL"	""
"US-Wwt"	"Willamette Wheat"	"Bev Law (bev.law@oregonstate.edu)"	"Legacy"	"Yes"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Csb"	"Mediterranean: mild with dry, warm summer"	"1194"	"11.58"	"USA"	"45.1089"	"-122.6664"	"52"	"2014, 2015"	"https://doi.org/10.17190/AMF/1825941"	""	"https://doi.org/"	"2014"	"2016"	"ALB, CO2, FC, GPP, H, H2O, LE, LW_IN, LW_OUT, NETRAD, PA, PPFD_IN, RH, SWC, SW_IN, SW_OUT, TA, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, WD, WS, W_SIGMA"	""
"US-xAB"	"NEON Abby Road (ABBY)"	"National Ecological Observatory Network (neon-ameriflux@battelleecology.org)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Csb"	"Mediterranean: mild with dry, warm summer"	"2450.59"	"10"	"USA"	"45.7624"	"-122.3303"	"363"	"2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1617726"	"2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2229403"	"2017"	""	"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX"	""
"US-xAE"	"NEON Klemme Range Research Station (OAES)"	"National Ecological Observatory Network (neon-ameriflux@battelleecology.org)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"778.85"	"15.5"	"USA"	"35.4106"	"-99.0588"	"516"	"2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1671891"	"2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1985434"	"2017"	""	"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX"	""
"US-xBA"	"NEON Barrow Environmental Observatory (BARR)"	"National Ecological Observatory Network (neon-ameriflux@battelleecology.org)"	"CC-BY-4.0"	"Yes"	"Yes"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"ET"	"Tundra"	"110"	"-12"	"USA"	"71.2824"	"-156.6194"	"6"	"2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1671892"	"2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2229404"	"2017"	""	"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX"	""
"US-xBL"	"NEON Blandy Experimental Farm (BLAN)"	"National Ecological Observatory Network (neon-ameriflux@battelleecology.org)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"982.55"	"12.1"	"USA"	"39.0603"	"-78.0716"	"183"	"2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1671893"	"2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2229405"	"2016"	""	"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX"	""
"US-xBN"	"NEON Caribou Creek - Poker Flats Watershed (BONA)"	"National Ecological Observatory Network (neon-ameriflux@battelleecology.org)"	"CC-BY-4.0"	"Yes"	"Yes"	"ENF"	"Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage."	"Dwc"	"Subarctic: severe, dry winter, cool summer "	"275"	"-2"	"USA"	"65.1540"	"-147.5026"	"263"	"2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1617727"	"2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2229406"	"2017"	""	"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX"	""
"US-xBR"	"NEON Bartlett Experimental Forest (BART)"	"National Ecological Observatory Network (neon-ameriflux@battelleecology.org)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"1246"	"5.6"	"USA"	"44.0639"	"-71.2873"	"232"	"2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1579542"	"2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1881598"	"2016"	""	"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX"	""
"US-xCL"	"NEON LBJ National Grassland (CLBJ)"	"National Ecological Observatory Network (neon-ameriflux@battelleecology.org)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"925.61"	"17.5"	"USA"	"33.4012"	"-97.5700"	"259"	"2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1671894"	"2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1985435"	"2017"	""	"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX"	""
